title,stars,text,predicted_sentiment
Pizza Hut - Union Place,1,noisy lousy food,negative
Pizza Hut - Union Place,5,nice place,positive
Pizza Hut - Union Place,4,good place nice pizzas recommend one,positive
Pizza Hut - Union Place,3,good,positive
Pizza Hut - Union Place,3,nice place inside pleasant calm,positive
Pizza Hut - Union Place,5,great place,positive
Pizza Hut - Union Place,4,convenient location less time taken prepare pizzas,negative
Pizza Hut - Union Place,3,good,positive
Pizza Hut - Union Place,5,good service places,positive
Pizza Hut - Union Place,5,expensive,negative
Pizza Hut - Union Place,5,ideal spot night friends,positive
Pizza Hut - Union Place,5,one busiest pizzahuts yet wont take long serve,neutral
Pizza Hut - Union Place,5,food environment awsome,negative
Pizza Hut - Union Place,4,可倫坡吃pizza 的好地方,negative
Pizza Hut - Union Place,5,best pizzahut sri lanka hands outstanding staff managers incredible service product quality want sure getting best pizzahut union place pizzahut place go,positive
Pizza Hut - Union Place,5,hv great time superb dinner,positive
Pizza Hut - Union Place,5,good service,positive
Pizza Hut - Union Place,5,really enjoyed night great food,positive
Pizza Hut - Union Place,5,love pizza hut,positive
Pizza Hut - Union Place,5,nice comfortable pizzeria wonderful service lot amazing wide spread pizzas love pizzas go pizza hut,positive
Pizza Hut - Union Place,5,best place dine super service love taste,positive
Pizza Hut - Union Place,5,visited sunday customers service good fast enough tried new hot buttered cuttlefish peppered chicken pizzas,positive
Pizza Hut - Union Place,1,forks table werent cleaned served disgustingly dirty forks used someone without cleaning human error shouldnt happened,negative
Pizza Hut - Union Place,5,best pizza always friendly staffs fast dine pleasant environment good place hang friends,positive
Pizza Hut - Union Place,5,good good service,positive
Pizza Hut - Union Place,5,good super tasty,positive
Pizza Hut - Union Place,5,one best pizza huts ever seen excellent service energetic forward crew self service also great pizza also good better 5 star service excellence,positive
Pizza Hut - Union Place,4,time crowded pizza quality branches,negative
Pizza Hut - Union Place,4,quick servicegood staff,positive
Pizza Hut - Union Place,4,good delivery,positive
Pizza Hut - Union Place,5,nice place,positive
Pizza Hut - Union Place,3,thares verry slow,negative
Pizza Hut - Union Place,4,best customer service,positive
Pizza Hut - Union Place,5,good taste,positive
Pizza Hut - Union Place,4,hot delicious 👌👌 comfortable place gang 👌👌😍,positive
Pizza Hut - Union Place,5,great,positive
Pizza Hut - Union Place,5,friendly staff nice ambience yummy food,positive
Pizza Hut - Union Place,5,tasty food share dining,positive
Pizza Hut - Union Place,5,good service good foods,positive
Pizza Hut - Union Place,5,ita calm pizza hut visit,positive
Pizza Hut - Union Place,4,prior reservation mandatory service exceptional always,positive
Pizza Hut - Union Place,4,great food,positive
Pizza Hut - Union Place,5,nice place gf used go every time met,positive
Pizza Hut - Union Place,5,best place,positive
Pizza Hut - Union Place,4,lovely place lot space food great service good waiters seem quite distracted time wait 10 15 minutes grab attention get come us start order despite service delay rest perfect,positive
Pizza Hut - Union Place,5,good friendly service,positive
Pizza Hut - Union Place,5,good customer service follow unique rules,positive
Pizza Hut - Union Place,5,great taste clean place,positive
Pizza Hut - Union Place,1,proper customer care bad experience fact,negative
Pizza Hut - Union Place,5,good place,positive
Pizza Hut - Union Place,4,usual offer good pizza,positive
Pizza Hut - Union Place,4,good pizza 👍,positive
Pizza Hut - Union Place,5,great place sufficient parking small play area well,positive
Pizza Hut - Union Place,5,great place 👍,positive
Pizza Hut - Union Place,3,good,positive
Pizza Hut - Union Place,5,good place pizza,positive
Pizza Hut - Union Place,3,busy place,negative
Pizza Hut - Union Place,5,always prefer pizza hut delicious juicy pizza union place outlet staff friendly served us well actually went get pizza online offer offered free one one large pizza offer take away allowed us get offer dine venue nice atmosphere spacious pleasent could recommended looking enjoy pizza nice calm location town,positive
Pizza Hut - Union Place,5,quick friendly staffs,positive
Pizza Hut - Union Place,5,ill say good customer service way treating impressive,positive
Pizza Hut - Union Place,4,little bib busy probably best pizza hut visited,negative
Pizza Hut - Union Place,5,best pizza hut outlet country,positive
Pizza Hut - Union Place,5,great food friendly staff,positive
Pizza Hut - Union Place,5,today visited place tasted nice pizza,positive
Pizza Hut - Union Place,5,delicious parking facilities,positive
Pizza Hut - Union Place,5,great service,positive
Pizza Hut - Union Place,5,good pizza,positive
Pizza Hut - Union Place,5,good,positive
Pizza Hut - Union Place,5,good,positive
Pizza Hut - Union Place,3,enjoyed food,positive
Pizza Hut - Union Place,5,ring bell,positive
Pizza Hut - Union Place,5,great,positive
Pizza Hut - Union Place,3,good awesome please improve taste,positive
Pizza Hut - Union Place,4,restaurant style pizza hut offering table service great atmosphere great service gets crowded weekends,positive
Pizza Hut - Union Place,5,parking available,positive
Pizza Hut - Union Place,5,excellent,positive
Pizza Hut - Union Place,5,appreciate customer service spacious comfortable parking area,positive
Pizza Hut - Union Place,4,table service good,positive
Pizza Hut - Union Place,5,service good varuna nice supportive like triple chicken pizza alot,positive
Pizza Hut - Union Place,2,worst pizza hut,negative
Pizza Hut - Union Place,5,good qhse,positive
Pizza Hut - Union Place,4,original pizza hut outlet venerable premises entertainment plus kids play area usual pizza hut fare fast service fair bit parking side well patronised tenants numerous condominiums dotting colombo 2 skyline,positive
Pizza Hut - Union Place,4,good service,positive
Pizza Hut - Union Place,4,tasty pizzas good service,positive
Pizza Hut - Union Place,4,nice place time good customer service,positive
Pizza Hut - Union Place,4,good customer service,positive
Pizza Hut - Union Place,5,👎👍,negative
Pizza Hut - Union Place,5,nice ambiance good food friendly staff,positive
Pizza Hut - Union Place,5,cozy nice,positive
Pizza Hut - Union Place,5,friendly active staff good service,positive
Pizza Hut - Union Place,4,friendly staff,positive
Pizza Hut - Union Place,4,hot cupertino great time,positive
Pizza Hut - Union Place,5,excellent place,positive
Pizza Hut - Union Place,5,ordered via online received within 30 minutes hot hot pizza recommend anyone wish eat,negative
Pizza Hut - Union Place,2,services good,positive
Pizza Hut - Union Place,2,first time ever worst experience pizza hut last 25 years,negative
Pizza Hut - Union Place,4,one chains first outlets well patronised due large number apartment complexes dotting union place comfortable ample seating space also room hosting small parties get togethers rear complex small play area kids parking available would important factor access outlet one busy cosmopolitan areas,positive
Pizza Hut - Union Place,5,good service,positive
Pizza Hut - Union Place,3,good food servicehowever zero music controlalways played burst volumes disturbing,neutral
Pizza Hut - Union Place,3,pizza hut done changes dough pizza big stuff little,negative
Pizza Hut - Union Place,4,really nice place sit take food pizza actually new pizza type called 7 cheese pizza available around 15minutes take busy place good hang around group varint pizza available parking good taste good always pizza hut pizaa better think,positive
Pizza Hut - Union Place,5,nice environmnt,positive
Pizza Hut - Union Place,4,good service,positive
Pizza Hut - Union Place,1,hygienic air conditioning blasting cold,negative
Pizza Hut - Union Place,5,nice place eat good,positive
Pizza Hut - Union Place,5,first restaurant pizza hut colombo good place pizza serve dine take away separate children play area facility birthday parties available separate area good professional helpful staff service ample vehicle parking space available location,positive
Pizza Hut - Union Place,3,highly recommend staff outstanding,positive
Pizza Hut - Union Place,5,well hav say quality pizzas r outstanding n taste equally good one try know,positive
Pizza Hut - Union Place,5,great pizza good service miss salad bar used,positive
Pizza Hut - Union Place,5,one stating outlets pizza hut started sri lanka dine outlet best seating plan get busy weekends fridays parking available limited kids play well find one friendliest crew pizza hut kid friendly great place sit family outing menu upgraded make sure online dine promotions introduced every week pizza hut undoubtedly best pizza chain friendly crew,positive
Pizza Hut - Union Place,5,nice place dine children littlents enjoy small play area,positive
Pizza Hut - Union Place,5,variety best service town,positive
Pizza Hut - Union Place,5,union place pizza hut first outlet srilanka,positive
Pizza Hut - Union Place,3,average service,negative
Pizza Hut - Union Place,4,grand dipper pizza tasty theyve bbq chicken wings tasty friendly customer service nice crew good job,positive
Pizza Hut - Union Place,5,nice place,positive
Pizza Hut - Union Place,4,good eating environment also food great need tell service poor place grab quick bite,positive
Pizza Hut - Union Place,5,love union place pizza hut friendly staff quick service clean tidy,positive
Pizza Hut - Union Place,3,un po piccante,positive
Pizza Hut - Union Place,4,really cool place family dinner like staff way serve us,positive
Pizza Hut - Union Place,4,good place dinner late night,positive
Pizza Hut - Union Place,5,friendly staff clean lobby need improve customer service service time,negative
Pizza Hut - Union Place,3,good place,positive
Pizza Hut - Union Place,4,main pizzahut outlet gamma pizazz crafts basically youll get good service,positive
Pizza Hut - Union Place,4,good food service bit disorganized people friendly nice,positive
Pizza Hut - Union Place,3,best restaurant,positive
Pizza Hut - Union Place,3,good pizza pricey always,positive
Pizza Hut - Union Place,5,excellent service friendly staffthe food comparatively good,positive
Pizza Hut - Union Place,5,describe one awesome,positive
Pizza Hut - Union Place,5,nice butter chicken masala pizza chocolate milkshake also good,positive
Pizza Hut - Union Place,4,good outlet free onsite car parking crowded evening,positive
Pizza Hut - Union Place,5,great venue great service,positive
Pizza Hut - Union Place,4,provides ultinate culinary experience delicious pizzas,positive
Pizza Hut - Union Place,5,good food,positive
Pizza Hut - Union Place,5,good parties little expensive,positive
Pizza Hut - Union Place,5,great food service amazing,positive
Pizza Hut - Union Place,5,superb active friendly staff quick service,positive
Pizza Hut - Union Place,4,walked restaurant day celebrating 25 years first pizza hut opening sri lanka happened particular location employees seemed celebratory mood taking pics decorating place ushered right away table provided minutes server came took order mind one locations full table service server prompt polite food delivered within usual expected time pizza fresh hot quality would expect pizza huts location assuming biggest island clean well maintained visited couple times stay close proximity hilton hotel staying times service food consistently super love location ambiance,negative
Pizza Hut - Union Place,5,good service,positive
Pizza Hut - Union Place,2,pizza wasnt much tasty,negative
Pizza Hut - Union Place,5,good staff,positive
Pizza Hut - Union Place,4,good place dinner friends,positive
Pizza Hut - Union Place,5,nice,positive
Pizza Hut - Union Place,4,good place dining crowded lunch time delivery services available good service staff,positive
Pizza Hut - Union Place,4,good,positive
Pizza Hut - Union Place,4,great experience,positive
Pizza Hut - Union Place,5,awasome food good service nice people,positive
Pizza Hut - Union Place,4,good service,positive
Pizza Hut - Union Place,5,good food,positive
Pizza Hut - Union Place,5,good customer service great place visit,positive
Pizza Hut - Union Place,2,water supply poor,negative
Pizza Hut - Union Place,4,food quality pizza hut service better parking quite enough,positive
Pizza Hut - Union Place,4,great atmosphere friendly staff,positive
Pizza Hut - Union Place,4,good place crowded,positive
Pizza Hut - Union Place,4,friendly staff,positive
Pizza Hut - Union Place,4,excellent,positive
Pizza Hut - Union Place,5,great staff little bit buzy5,positive
Pizza Hut - Union Place,4,wait 1015 minutes get seatings good service friendly staff kids play area available,positive
Pizza Hut - Union Place,5,superb experience service food great,positive
Pizza Hut - Union Place,5,good service,positive
Pizza Hut - Union Place,5,restaurant family staple since child ive many happy memory food nostalgic refurbishment interior modern want experience best dine experience pizza hut offer sri lanka union place brach place go,negative
Pizza Hut - Union Place,3,pizza outlet,positive
Pizza Hut - Union Place,5,great customer service,positive
Pizza Hut - Union Place,5,good service great ambiance food delicious,positive
Pizza Hut - Union Place,5,lovely place hang family,positive
Pizza Hut - Union Place,3,good,positive
Pizza Hut - Union Place,4,pan pizzas r good friendly crew pizzadolos disappointing dont know item menu,negative
Pizza Hut - Union Place,5,always best pizza hut dine,positive
Pizza Hut - Union Place,5,nice place visit,positive
Pizza Hut - Union Place,4,pizza hut 25 years place,positive
Pizza Hut - Union Place,5,great service great place,positive
Pizza Hut - Union Place,5,goooood,neutral
Pizza Hut - Union Place,5,great service awesome food,positive
Pizza Hut - Union Place,4,long time husband family went dinner yesterday atmosphere good pizzas usually tasty yummy great time family 😘😘😍😍,positive
Pizza Hut - Union Place,4,pizza hut polite service good place chat rush hart city,positive
Pizza Hut - Union Place,4,nkce place lunch,positive
Pizza Hut - Union Place,3,best outlet chain sl,positive
Pizza Hut - Union Place,5,great place pizza,positive
Pizza Hut - Union Place,5,always visit group,positive
Pizza Hut - Union Place,3,service standard earlier increase price size pizza decreased quality increase dominoes pizza providers superior,positive
Pizza Hut - Union Place,5,situated good place good place hangout,positive
Pizza Hut - Union Place,3,quick service clean place,positive
Pizza Hut - Union Place,5,best pizza hut outlet colombo city excellent service friendly staff visited place multiple occasions highly recommended 👍 🌟🌟🌟🌟🌟,positive
Pizza Hut - Union Place,5,best sri lanka,positive
Pizza Hut - Union Place,4,crowded rush hours promotion days staff needs friendly ample space seating compared outlets,negative
Pizza Hut - Union Place,5,excellent service,positive
Pizza Hut - Union Place,4,services eka adui issara wada karapu staffs godak hondai dan ekektawath kan ahenne naha kamath parakkui bill eka dennath parakkui,negative
Pizza Hut - Union Place,5,great place dine,positive
Pizza Hut - Union Place,4,love pizza hut clean neat food also tasty enjoy eating pizza deliver delivery side slow take time deliver,positive
Pizza Hut - Union Place,2,staff efficient,positive
Pizza Hut - Union Place,5,good place lunch,positive
Pizza Hut - Union Place,5,awesome time customer friendly staff super tasty pizzas recommend place enjoy colleagues,positive
Pizza Hut - Union Place,1,steward served guy arrogance food okay,positive
Pizza Hut - Union Place,5,tasty bottles water wanted buy said stock water bottles essential restaurant done,positive
Pizza Hut - Union Place,3,please order lime juice lime water,neutral
Pizza Hut - Union Place,4,good place share happiness,positive
Pizza Hut - Union Place,3,wayy crowded,negative
Pizza Hut - Union Place,5,excellent,positive
Pizza Hut - Union Place,3,waiters rush took time take order soon done eating ask indirectly leave soon,negative
Pizza Hut - Union Place,5,delicious foods fast services ect,positive
Pizza Hut - Union Place,4,highly recommended good foods best customer service,positive
Pizza Hut - Union Place,5,good service space,positive
Pizza Hut - Union Place,4,good service,positive
Pizza Hut - Union Place,4,good location clean friendly staff nice service,positive
Pizza Hut - Union Place,4,nice clean well organized place well mannered staffs prices much economicaltheres kids play area parking area,positive
Pizza Hut - Union Place,5,highly recommended,positive
Pizza Hut - Union Place,5,good friendly service great food,positive
Pizza Hut - Union Place,5,friendly staff good service please ring bell door let staff know pleased,positive
Pizza Hut - Union Place,5,superb place,positive
Pizza Hut - Union Place,5,awful,negative
Pizza Hut - Union Place,5,excellent,positive
Pizza Hut - Union Place,4,good staff fresh foods good environment,positive
Pizza Hut - Union Place,5,wow superb palace excellent service,positive
Pizza Hut - Union Place,5,best pizza hut sir lanka recommend devilled chicken pizza,positive
Pizza Hut - Union Place,4,one best pizza hut branches provide good customer service polite nice fast,positive
Pizza Hut - Union Place,5,great place dinner,positive
Pizza Hut - Union Place,5,great food service,positive
Pizza Hut - Union Place,5,yummy,positive
Pizza Hut - Union Place,1,employees dont know manage environment talk loudly official issues front customers,negative
Pizza Hut - Union Place,5,amazing every way oldest finest pizza hut colombo,positive
Pizza Hut - Union Place,4,great service,positive
Pizza Hut - Union Place,5,best pizza hut branch ever visited,positive
Pizza Hut - Union Place,5,wonderful place delicious food,positive
Pizza Hut - Union Place,1,outlets free pizza one always like bread fake offer giving standard pizza standard price want eat good pizza must add ingredients times bread,negative
Pizza Hut - Union Place,5,👌😍,negative
Pizza Hut - Union Place,4,busiest pizza hut colombo city cant get dine hungry busy everyone wait get table long long time,negative
Pizza Hut - Union Place,4,tasty foods,positive
Pizza Hut - Union Place,5,excellent place,positive
Pizza Hut - Union Place,4,good customer service nice staff,positive
Pizza Hut - Union Place,5,great pizza friendly service,positive
Pizza Hut - Union Place,5,amazing food understandably slow service,positive
Pizza Hut - Union Place,4,pizza hut get busy especially weekends touristsexpats aware serve local specialties eg devilled chicken locals aware serve local specialties cater foreigner eg spicydevilled,negative
Pizza Hut - Union Place,3,alright,positive
Pizza Hut - Union Place,5,nice service great place pizza enough space people,positive
Pizza Hut - Union Place,4,calm place,neutral
Pizza Hut - Union Place,5,highly recommended good foods best customer service crowdy noisy prefer quiet place,positive
Pizza Hut - Union Place,5,great service good offers,positive
Pizza Hut - Union Place,5,nice place took time serve food though,positive
Pizza Hut - Union Place,5,great place wonderful pizza,positive
Pizza Hut - Union Place,5,great service 😊,positive
Pizza Hut - Union Place,5,good food,positive
Pizza Hut - Union Place,4,good place quick pizza usually bit crowded service good parking also available,positive
Pizza Hut - Union Place,5,great,positive
Pizza Hut - Union Place,5,good quality,positive
Pizza Hut - Union Place,5,pizza,positive
Pizza Hut - Union Place,3,fast cx service bit noisy place,negative
Pizza Hut - Union Place,5,love,positive
Pizza Hut - Union Place,5,ah pizza hut always delivers best food get union place pizza hut holds special place among pizza huts one great view luxury highly recommended,positive
Pizza Hut - Union Place,5,good tasty food family,positive
Pizza Hut - Union Place,5,great service great food affordable pricing,positive
Pizza Hut - Union Place,5,great experience,positive
Pizza Hut - Union Place,4,busy place busy much time pay attention quality,negative
Pizza Hut - Union Place,4,old taste,negative
Pizza Hut - Union Place,5,great place value money ample parking spaces kids playing area,positive
Pizza Hut - Union Place,4,went offer two weeks ago service quick excellent compared pizza huts pizza yummy tasty,positive
Pizza Hut - Union Place,2,takes long pay attention,negative
Pizza Hut - Union Place,5,good food,positive
Pizza Hut - Union Place,5,well pizza great service need great place 😊👍,positive
Pizza Hut - Union Place,4,nice place friendly people,positive
Pizza Hut - Union Place,5,good customer service friendly staff,positive
Pizza Hut - Union Place,4,good place get small party,positive
Pizza Hut - Union Place,5,spacious,positive
Pizza Hut - Union Place,4,good ambiance service great pizzas,positive
Pizza Hut - Union Place,3,better last visit,positive
Pizza Hut - Union Place,4,nice ambience,positive
Pizza Hut - Union Place,1,12 people visited pizza hut union place 9818 must say service terrible waiter manager wanted small surprise friends needed small support matter bringing cake refused since promotion day soon finished meal manager came asked us leave think train staff good manners etiquettes saiwer kade waiter would treat better disappointed happen hire uneducated people business,negative
Pizza Hut - Union Place,4,typical pizza hut bit crowded offers,negative
Pizza Hut - Union Place,5,nice,positive
Pizza Hut - Union Place,5,great taste compaired outlets,positive
Pizza Hut - Union Place,4,good service good food,positive
Pizza Hut - Union Place,3,good need parking space improve cleanliness,positive
Pizza Hut - Union Place,4,busy evening sometimes wait someone finish several pizzas good taste,negative
Pizza Hut - Union Place,5,nice chicken wings,positive
Pizza Hut - Union Place,5,delicious food,positive
Pizza Hut - Union Place,5,good place great service love,positive
Pizza Hut - Union Place,2,security guard rude riders hanging car park made remarks daughter coming back vehicle pizza unprofessional contrary image pizza hut,negative
Pizza Hut - Union Place,3,foods good service good saw arrogant staffas,positive
Pizza Hut - Union Place,4,nice place receive order short time people work bit slow comunicated well,negative
Pizza Hut - Union Place,2,music way loudits basically annoying,negative
Pizza Hut - Union Place,5,great place,positive
Pizza Hut - Union Place,4,late ok,positive
Pizza Hut - Union Place,4,friendly service,positive
Pizza Hut - Union Place,5,best place enjoy pizza,positive
Pizza Hut - Union Place,5,superb meals,positive
Pizza Hut - Union Place,4,fast food joint tasty pizzas comfortable sitting little expensive therefore good place eat pizzas maybe month,positive
Pizza Hut - Union Place,5,luv variety pizza offer specially cheezy lovers extra cheese topping,positive
Pizza Hut - Union Place,5,yes,positive
Pizza Hut - Union Place,4,generally crowded staff keeps service levels theres play area keep kids occupied however next car park adult supervision must,negative
Pizza Hut - Union Place,4,good,positive
Pizza Hut - Union Place,4,nice place quick bite,positive
Pizza Hut - Union Place,4,يحتوي على انواع مختلفه من البتزاومنظم بشكل جميل ومريح,neutral
Pizza Hut - Union Place,4,good food service energetic staff washrooms separate walk 50m reach,positive
Pizza Hut - Union Place,4,always like pizza hut union place branch little busy due heavy customer base however good place dine mouthwatering pizzas,negative
Pizza Hut - Union Place,5,tiny place nice self service,positive
Pizza Hut - Union Place,5,well trained team quickly deliver meal even busy hours also,positive
Pizza Hut - Union Place,4,slightly slow service,negative
Pizza Hut - Union Place,5,best pizza place town,positive
Pizza Hut - Union Place,4,nothing special another pizza hut,negative
Pizza Hut - Union Place,5,best place family friends excellent service,positive
Pizza Hut - Union Place,5,super best place enjoy pizza town,positive
Pizza Hut - Union Place,5,good staff friendly serves good food many variations parking available limited vehicles,positive
Pizza Hut - Union Place,5,awesomesuch beautiful place good dine get veg non veg foods customer service super duper😉 nice atmosphere,positive
Pizza Hut - Union Place,5,great pizza place,positive
Pizza Hut - Union Place,1,poor customer service,negative
Pizza Hut - Union Place,5,5 star rating,positive
Pizza Hut - Union Place,1,service good state table unpleasant,positive
Pizza Hut - Union Place,5,grate place,negative
Pizza Hut - Union Place,4,need think pricing nice place go meal,positive
Pizza Hut - Union Place,5,pizza hut,positive
Pizza Hut - Union Place,2,delay,negative
Pizza Hut - Union Place,5,lovely place holidays little crowded,positive
Pizza Hut - Union Place,5,best pizzahut ever sri lanka nice food nice friendly staff,positive
Pizza Hut - Union Place,5,great pizaa,positive
Pizza Hut - Union Place,4,good vegetarian options,positive
Pizza Hut - Union Place,5,comments needed one best services world wide,positive
Pizza Hut - Union Place,5,super,positive
Pizza Hut - Union Place,4,pizza time,positive
Pizza Hut - Union Place,4,good service,positive
Pizza Hut - Union Place,5,among one best pizza hut outlets island conveniently located heart colombo building really clean service offered staff upto standards parking available decent amount vehicles,positive
Pizza Hut - Union Place,3,quite crowded,negative
Pizza Hut - Union Place,5,good pizza,positive
Pizza Hut - Union Place,2,noisy aimless music sickening meldue smell yak,negative
Pizza Hut - Union Place,2,good,positive
Pizza Hut - Union Place,5,supportive staff contain enough parking space,positive
Pizza Hut - Union Place,5,nicebut ac toooo cold,negative
Pizza Hut - Union Place,5,superb branch pizzahut outlets terms quality food friendliness staff noticed pizzas dish outlet contain ingredients cheese places,positive
Pizza Hut - Union Place,5,first class,positive
Pizza Hut - Union Place,4,pizzas best tasted far delivery pretty fast though vegetarian good options feel limited,positive
Pizza Hut - Union Place,5,lovely place,positive
Pizza Hut - Union Place,3,staff friendly took really long time order come,negative
Pizza Hut - Union Place,5,service staff super fantastic keep good work cheers,positive
Pizza Hut - Union Place,3,food bit late like hour time music loud apart service ok need improvement like ordered beverags ordering food finally came followed food,negative
Pizza Hut - Union Place,5,love service helpful clean,positive
Pizza Hut - Union Place,5,always crowded,negative
Pizza Hut - Union Place,5,greatest qulity pizza service compared outlets,positive
Pizza Hut - Union Place,5,excellent,positive
Pizza Hut - Union Place,3,clean food,positive
Pizza Hut - Union Place,5,good execellent friendly customer service clam place nice music,positive
Pizza Hut - Union Place,4,clean quality good,positive
Pizza Hut - Union Place,4,friendly staff always nothing teaser pizza hut foods quality time best pizza franchise sri lanka,positive
Pizza Hut - Union Place,3,lack car parking,negative
Pizza Hut - Union Place,5,good customer care,positive
Pizza Hut - Union Place,3,oily pizza less topping,negative
Pizza Hut - Union Place,3,waited nearly hour,negative
Pizza Hut - Union Place,4,evenings full crowd 😂,positive
Pizza Hut - Union Place,4,good updated menu,positive
Pizza Hut - Union Place,5,friendly staffprobably best pizza hut colombo,positive
Pizza Hut - Union Place,5,chill place hangout 15 deal awesome,positive
Pizza Hut - Union Place,5,excellent service,positive
Pizza Hut - Union Place,3,good place food,positive
Pizza Hut - Union Place,5,went lunch group bit hurry problem service quick friendly great place hang friends highly recommend,positive
Pizza Hut - Union Place,5,good customer service good food also price bit high,positive
Pizza Hut - Union Place,5,yummy food great kids area,positive
Pizza Hut - Union Place,5,customer service must appreciate ❤️,positive
Pizza Hut - Union Place,4,best place,positive
Pizza Hut - Union Place,3,arguably one best pizza hut outlets sri lanka terms quality pizza served however would wait quite long time order rush hours staff may pleasant helpful usually crowded good place hangout big bunch friends recommended need meal peace theres lot going especially evenings,positive
Pizza Hut - Union Place,5,good placecan get busynice atmosphere clean friendly staff,positive
Pizza Hut - Union Place,4,nice place,positive
Pizza Hut - Union Place,4,reasonable time spent deliver meals hygenic good,positive
Pizza Hut - Union Place,4,nice place youll find busy colombo spend moment loving ones delicious range pizzas deserts,positive
Pizza Hut - Union Place,5,good customer service,positive
Pizza Hut - Union Place,2,bad service,negative
Pizza Hut - Union Place,5,good service friendly staff nice location,positive
Pizza Hut - Union Place,5,good service,positive
Pizza Hut - Union Place,5,superb place friendly service,positive
Pizza Hut - Union Place,5,nice staff,positive
Pizza Hut - Union Place,4,great ambience food good place crowded everytime,positive
Pizza Hut - Union Place,5,point service,positive
Pizza Hut - Union Place,4,good place,positive
Pizza Hut - Union Place,5,great place great meal,positive
Pizza Hut - Union Place,5,provide great service pizzas delicious,positive
Pizza Hut - Union Place,5,food loving place,positive
Pizza Hut - Union Place,5,good place service best,positive
Pizza Hut - Union Place,4,nice service,positive
Pizza Hut - Union Place,5,good place eat always pizza hut better others,positive
Pizza Hut - Union Place,5,fantastic service,positive
Pizza Hut - Union Place,5,wonderful great service marvelous food love,positive
Pizza Hut - Union Place,5,best place meeting spend time family,positive
Pizza Hut - Union Place,5,good friendly service,positive
Pizza Hut - Union Place,4,supportive staff,positive
Pizza Hut - Union Place,3,great customer care,positive
Pizza Hut - Union Place,4,cosy place,negative
Pizza Hut - Union Place,5,nice friendly customer service nice food,positive
Pizza Hut - Union Place,3,food bit oily earlier,negative
Pizza Hut - Union Place,5,excellent customer servicei highly recommend,positive
Pizza Hut - Union Place,4,spacious friendly service,positive
Pizza Hut - Union Place,3,good food,positive
Pizza Hut - Union Place,4,friendly place parking facility kids play area available,positive
Pizza Hut - Union Place,5,good,positive
Pizza Hut - Union Place,5,good food good place,positive
Pizza Hut - Union Place,5,superb costumer service,positive
Pizza Hut - Union Place,3,environment quite calm sound food quality good,positive
Pizza Hut - Union Place,5,good service yummy stuff😊,positive
Pizza Hut - Union Place,3,good expensive,positive
Pizza Hut - Union Place,4,place lit pizza lover,positive
Pizza Hut - Union Place,4,good place tasty food,positive
Pizza Hut - Union Place,5,best pizzas town,positive
Pizza Hut - Union Place,5,much busy good service team,positive
Pizza Hut - Union Place,5,great friendly service specially young lad medals shirt superb service quality pizza anywhere else world pretty consistent,positive
Pizza Hut - Union Place,5,good place lanka,positive
Pizza Hut - Union Place,4,good place ample parking,positive
Pizza Hut - Union Place,4,nice place sometimes crowded staff good,positive
Pizza Hut - Union Place,5,amazing staff timely delivery,positive
Pizza Hut - Union Place,4,good place quick pic,positive
Pizza Hut - Union Place,5,super,positive
Pizza Hut - Union Place,3,friendly staff items menu stock,positive
Pizza Hut - Union Place,4,ample space dine family friends kids area available birthday parties functions,positive
Pizza Hut - Union Place,2,good,positive
Pizza Hut - Union Place,5,great food,positive
Pizza Hut - Union Place,5,welcoming pleasant atmosphere good friendly service,positive
Pizza Hut - Union Place,5,😋😋😋,negative
Pizza Hut - Union Place,5,superb customer service nice place,positive
Pizza Hut - Union Place,4,great staff service,positive
Pizza Hut - Union Place,4,best pizza place,positive
Pizza Hut - Union Place,5,comfy nice away bustle city removed also seemed making kids area well would grand,positive
Pizza Hut - Union Place,3,空调好像不好钱超级冷,negative
Pizza Hut - Union Place,5,one best place pitzza,positive
Pizza Hut - Union Place,5,actually love friendly staff specially thank us ring bell leaving,positive
Pizza Hut - Union Place,4,good place go especially groups times crowded taking orders take long time better preorder deliver take away hours hand ok amount parking usually sufficient occasionally overflows,positive
Pizza Hut - Union Place,5,good foods eating,positive
Pizza Hut - Union Place,5,excellent service,positive
Pizza Hut - Union Place,5,far experience outlet good service fast friendly,positive
Pizza Hut - Union Place,5,good place dinner,positive
Pizza Hut - Union Place,4,best pizza hut outlet around colombo great staff service good car parking area friendly environment,positive
Pizza Hut - Union Place,4,came know first pizza hut store opened sri lanka back 1993 service good quick,positive
Pizza Hut - Union Place,5,good place,positive
Pizza Hut - Union Place,4,nice place eat pizza,positive
Pizza Hut - Union Place,3,slow service,negative
Pizza Hut - Union Place,5,superb,positive
Pizza Hut - Union Place,4,love kind service fresh pizza,positive
Pizza Hut - Union Place,4,seriously nice place,positive
Pizza Hut - Union Place,5,creative birthday surprise loved way,positive
Pizza Hut - Union Place,5,place kids play area attraction,positive
Pizza Hut - Union Place,4,ok,positive
Pizza Hut - Union Place,4,good customer servicehelpfull staf,positive
Pizza Hut - Union Place,5,good service,positive
Pizza Hut - Union Place,4,friendly placegreat pizzas,positive
Pizza Hut - Union Place,4,good,positive
Pizza Hut - Union Place,5,quality food good customer service,positive
Pizza Hut - Union Place,3,fast service,positive
Pizza Hut - Union Place,4,less parking space,negative
Pizza Hut - Union Place,5,pizza,positive
